"","Organization.Name","Business.Category","Approved.Budget.of.the.Contract","Item.Name","Item.Desc","Quantity","Item.Budget"
"146","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Laboratory Supplies and Equipment"," 157,600,391.09 ","HBsag Assay Kit( Compatible with CLEIA/CLIA machin","Bloodbank",6," 165,000.00 "
"147","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Laboratory Supplies and Equipment"," 157,600,391.09 ","EDTA tube 2ml (plastic) 100's","Hematology",400," 436,000.00 "
"148","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Laboratory Supplies and Equipment"," 157,600,391.09 ","PPE set Type A","PCR Lab",2000," 3,600,000.00 "
"149","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Laboratory Supplies and Equipment"," 157,600,391.09 ","Coagulation Reagents with Controls","Hematology",2," 1,440,000.00 "
"150","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Laboratory Supplies and Equipment"," 157,600,391.09 ","Ferritin 25T","Serology and Immunology",24," 217,368.00 "
"151","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Laboratory Supplies and Equipment"," 157,600,391.09 ","N95 Respirator and Surgical Mask 1860 (green)","PCR Lab",3000," 1,050,000.00 "
"152","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Laboratory Supplies and Equipment"," 157,600,391.09 ","Coagulase Plasma at least 3ml x 10","Bacteriology",16," 161,600.00 "
"153","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Laboratory Supplies and Equipment"," 157,600,391.09 ","CRP/C-reactive Protein 25T","Serology and Immunology",28," 158,312.00 "
"154","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Laboratory Supplies and Equipment"," 157,600,391.09 ","Selenite Broth at least 500g","Bacteriology",1," 2,320.00 "
"155","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Laboratory Supplies and Equipment"," 157,600,391.09 ","Eosin (at least 3 liters)","Histopathology",2," 16,400.00 "
"156","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Laboratory Supplies and Equipment"," 157,600,391.09 ","D-Dimer 25T","Serology and Immunology",28," 380,016.00 "
"157","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Laboratory Supplies and Equipment"," 157,600,391.09 ","10% Neutral Buffered Formalin (at least 3 liters)","Histopathology",32," 64,000.00 "
"158","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Laboratory Supplies and Equipment"," 157,600,391.09 ","PCR Plate Sealing film, adhesive,opticaly clear MS","PCR Lab",15," 375,000.00 "
"159","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Laboratory Supplies and Equipment"," 157,600,391.09 ","Disp.Inoculating Loop 10ul","Bacteriology",6000," 42,000.00 "
"160","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Laboratory Supplies and Equipment"," 157,600,391.09 ","Tissue cassette 500's (White)","Histopathology",2," 3,000.00 "
"161","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Laboratory Supplies and Equipment"," 157,600,391.09 ","GC-Agar Base 500gms.","Bacteriology",1," 8,000.00 "
"162","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Laboratory Supplies and Equipment"," 157,600,391.09 ","Yellow Top test tube w/clot activator 100'S (plast","Chemistry",1200," 1,428,000.00 "
"163","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Laboratory Supplies and Equipment"," 157,600,391.09 ","Petri dish big  15 x 150","Bacteriology",1600," 47,904.00 "
"164","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Laboratory Supplies and Equipment"," 157,600,391.09 ","Routine Chemistry Reagent","Chemistry",4," 1,171,733.64 "
"165","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Laboratory Supplies and Equipment"," 157,600,391.09 ","Test for Syphilis 100s","Serology and Immunology",10," 50,000.00 "
"166","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Laboratory Supplies and Equipment"," 157,600,391.09 ","Microtome blade at least 32? 50's (low profile)","Histopathology",8," 64,000.00 "
"167","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Laboratory Supplies and Equipment"," 157,600,391.09 ","Urine Strips 4 Parameters 100's","Clinical Microscopy",400," 120,000.00 "
"168","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Laboratory Supplies and Equipment"," 157,600,391.09 ","Trop-I  Quantitative with Control 25T","Chemistry",200," 3,000,000.00 "
"169","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Laboratory Supplies and Equipment"," 1,057,560.00 ","Blood Agar Plate w/ 5% sheeps blood (prepared medi","Bacteriology",5400," 378,000.00 "
"170","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Laboratory Supplies and Equipment"," 1,057,560.00 ","Bacitracin Chocolate Agar 1 x 10","Bacteriology",36," 35,280.00 "
"171","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Laboratory Supplies and Equipment"," 1,057,560.00 ","Gentamicin Blood Agar 1x10","Bacteriology",36," 35,280.00 "
"172","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Laboratory Supplies and Equipment"," 1,057,560.00 ","Chocolate Agar Plate (prepared media)","Bacteriology",3300," 231,000.00 "
"173","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Laboratory Supplies and Equipment"," 1,057,560.00 ","Mackonkey Agar (prepared media)","Bacteriology",5400," 378,000.00 "
"174","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Reinforced Endotracheal tube             size 7","ANESTHESIA",4," 2,400.00 "
"175","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Knee Immobilizer, large","NEURO/ORTHO SURGERY",20," 50,000.00 "
"176","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Silk 2-0 at least 75cm w/ cutting needle (3/8c 24","SUTURES",1000," 205,000.00 "
"177","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Bag valve mask, Pedia, Silicone, Autoclavable, wit","MEDICAL INSTRUMENTS ",1," 3,000.00 "
"178","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Orthopedic Cerclage wire gauge 18","NEURO/ORTHO SURGERY",4," 10,800.00 "
"179","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Thoracic Catheter f.28, with large bore tapered co","GENERAL MEDICAL SUPPLIES",100," 24,000.00 "
"180","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Circular EEA stapler 28mm","URO/GASTRO SURGERY",10," 170,000.00 "
"181","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Anesthesia breathing circuit, pedia,","ANESTHESIA",30," 21,000.00 "
"182","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Dual lumen high flow catheter (for dialysis) f.12","HEMODIALYSIS",40," 140,000.00 "
"183","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Nerve stimulator needle 100mm, Disposable","ANESTHESIA",30," 18,000.00 "
"184","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Penrose drain 1/2""","GENERAL SURGERY",100," 4,800.00 "
"185","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Draw Sheet, 37.5"" x 47.5"", Green, Oxford cloth, pr","LINEN SUPPLIES",100," 60,000.00 "
"186","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Disposable Needle g.18","GENERAL MEDICAL SUPPLIES",5000," 7,500.00 "
"187","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Oxygen Nasal Cannula,Pedia, disposable","GENERAL MEDICAL SUPPLIES",3000," 54,000.00 "
"188","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Diaper, Infant, disposable","GENERAL MEDICAL SUPPLIES",6000," 60,000.00 "
"189","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Intravenous set (pedia/60 drops)","GENERAL MEDICAL SUPPLIES",10000," 150,000.00 "
"190","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Heplock / IV adapter, needle free","GENERAL MEDICAL SUPPLIES",5000," 125,000.00 "
"191","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Lubricating gel, 150grams","GENERAL MEDICAL SUPPLIES",400," 52,000.00 "
"192","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Tracheostomy tube cuffed, fenestrated, size 8.0","GENERAL MEDICAL SUPPLIES",40," 140,000.00 "
"193","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Etchant, Gel Type in a pre filled syringe","DENTAL",4," 2,000.00 "
"194","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Cortical Screw 3.5mm x 16","NEURO/ORTHO SURGERY",30," 11,400.00 "
"195","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","ECG Electrodes, Adult  x50's","GENERAL MEDICAL SUPPLIES",800," 360,000.00 "
"196","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Gauze Bandage 4""x10yards","GENERAL MEDICAL SUPPLIES",200," 4,400.00 "
"197","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Endotracheal Tube s.4.5, uncuffed","GENERAL MEDICAL SUPPLIES",250," 10,000.00 "
"198","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Abdominal Sponge w/ radio opaque line 18x18 (not l","GENERAL SURGERY",2000," 160,000.00 "
"199","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Pulse Oximeter, adult,  finger probe,","MEDICAL INSTRUMENTS ",15," 22,500.00 "
"200","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Povidone Iodine 10% solution, 1 gallon","GENERAL MEDICAL SUPPLIES",60," 39,300.00 "
"201","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Isolation gown, non woven, water repellant, free s","COVID RELATED",30000," 3,900,000.00 "
"202","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Penrose drain 3/4""","GENERAL SURGERY",40," 1,920.00 "
"203","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","OB Sheet, Green, St. Mary's Sheet, 50"" x 50"", Oxfo","LINEN SUPPLIES",100," 100,000.00 "
"204","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Suction connecting tube, universal","GENERAL MEDICAL SUPPLIES",2000," 240,000.00 "
"205","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Patient Identification Bracelet, Blue, Pedia","GENERAL MEDICAL SUPPLIES",5000," 18,750.00 "
"206","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Cancellous Screw 6.5mm x 45","NEURO/ORTHO SURGERY",20," 7,600.00 "
"207","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Isoprophyl Alcohol 70%, at least 1 gallon","INFECTION CONTROL",700," 413,000.00 "
"208","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Matrix Band 12s (Pre molar)","DENTAL",1," 100.00 "
"209","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Skin Traction Splint, foam, medium","NEURO/ORTHO SURGERY",40," 48,000.00 "
"210","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","ECG paper 80mmx20m","GENERAL MEDICAL SUPPLIES",400," 34,000.00 "
"211","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Poly-p-dioxanone absorbable monofilament suture 1/","SUTURES",50," 22,500.00 "
"212","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Arterial fistula needles g.16","HEMODIALYSIS",21600," 1,036,800.00 "
"213","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Rigid anterior chamber intraoccular lens","OPHTHA",15," 16,800.00 "
"214","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Disposable Nasogastric Tube fr.8 100cm (long with","GENERAL MEDICAL SUPPLIES",20," 500.00 "
"215","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Chromic 2-0 at least 150cm with Double Arm needle,","SUTURES",1000," 255,000.00 "
"216","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Condom Catheter, Small","GENERAL MEDICAL SUPPLIES",60," 1,560.00 "
"217","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Critical cover with hood, (head to toe covering)","COVID RELATED",1500," 1,125,000.00 "
"218","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Outer Covering, Maroon, double-ply 60""x60"", Oxford","LINEN SUPPLIES",50," 25,000.00 "
"219","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Disposable Nasogastric Tube fr.16","GENERAL MEDICAL SUPPLIES",1000," 13,000.00 "
"220","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Plain 2/0 at least 75cm w/ round needle (1/2c 37 -","SUTURES",500," 120,000.00 "
"221","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Ultrasound gel 1gal.","GENERAL MEDICAL SUPPLIES",40," 28,000.00 "
"222","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Balfour abdominal retractor fenestrated side blade","MEDICAL INSTRUMENTS ",4," 12,000.00 "
"223","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Orthopedic wrench size 14","NEURO/ORTHO SURGERY",5," 3,000.00 "
"224","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Intubating Stylet fr.6","GENERAL MEDICAL SUPPLIES",60," 12,000.00 "
"225","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Oxygen Mask with tubing,  Neonate, standard  dispo","GENERAL MEDICAL SUPPLIES",1000," 45,000.00 "
"226","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Blade Holder #3","MEDICAL INSTRUMENTS ",8," 4,000.00 "
"227","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Epidural Set g.18, mini pack with clear catheter","ANESTHESIA",400," 480,000.00 "
"228","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Trypan Blue Ophthalmic Solution 0.6mg/ml","OPHTHA",40," 11,200.00 "
"229","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Tracheostomy tube uncuffed, non-fenestrated, size","GENERAL MEDICAL SUPPLIES",4," 22,400.00 "
"230","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Air cushion Face Mask w/ valve, Medium, Disposable","ANESTHESIA",12," 2,400.00 "
"231","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Laparoscopic Endo-GIA Linear  Stapler, 45mm","URO/GASTRO SURGERY",20," 230,000.00 "
"232","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Chromic 2-0 at least 75cm w/ round needle (1/2c 37","SUTURES",1000," 205,000.00 "
"233","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Condom Catheter, Large","GENERAL MEDICAL SUPPLIES",100," 3,000.00 "
"234","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Ochsner, curve, 9""","MEDICAL INSTRUMENTS ",4," 2,000.00 "
"235","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Intubating Stylet fr.14","GENERAL MEDICAL SUPPLIES",300," 60,000.00 "
"236","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Diamond Burs Hi Speed, Long tapering fissure bur (","DENTAL",20," 2,000.00 "
"237","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Cortical Screw 3.5mm x 30","NEURO/ORTHO SURGERY",30," 11,400.00 "
"238","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Fistula ? circle needle size 2","GENERAL SURGERY",2," 5,710.00 "
"239","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","CSF Flow Control Shunt Kit - Burr Hole size 12mm,","NEURO/ORTHO SURGERY",5," 80,000.00 "
"240","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Endotracheal Tube s.8.0, cuffed","GENERAL MEDICAL SUPPLIES",200," 8,000.00 "
"241","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Surgical gown, Green, Oxford cloth, printed with B","LINEN SUPPLIES",100," 70,000.00 "
"242","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Thermal paper Type 1, compatible with Sony Printer","GENERAL MEDICAL SUPPLIES",100," 65,000.00 "
"243","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Gauze Roll 40's 28x24 MESH 36""x100yds-2ply","GENERAL MEDICAL SUPPLIES",600," 588,000.00 "
"244","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Cadaver bag, ADULT","INFECTION CONTROL",600," 900,000.00 "
"245","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Oxygen regulator with humidifier","MEDICAL INSTRUMENTS ",40," 160,000.00 "
"246","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Orthopedic wrench size 16","NEURO/ORTHO SURGERY",5," 3,000.00 "
"247","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Keratome 2.6mm or 2.75mm or 2.8mm","OPHTHA",270," 162,000.00 "
"248","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Washable gown, micro fiber, free size","COVID RELATED",1500," 345,000.00 "
"249","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Cotton Swab with Isoprophyl Alcohol 70%","GENERAL MEDICAL SUPPLIES",4000," 5,600.00 "
"250","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Regular Surgeon's ? circle Size 4","GENERAL SURGERY",2," 5,710.00 "
"251","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 128,110,277.00 ","Zinc oxide tape, tan coloured, waterproof, dirt re","GENERAL MEDICAL SUPPLIES",40," 25,000.00 "
